tag;artist;song;popularity;id;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms
pop_govno;Kendrick Lamar;DNA.;80;4cGeMgLcykDLAazHFpbZbU;0.636;0.517;0;-6.759;1;0.36;0.00402;0;0.0874;0.391;139.928;185947
pop_govno;Kendrick Lamar;BLOOD.;64;3ZFwFe104aquLWAwagKgtg;0.513;0.237;8;-16.683;0;0.24;0.133;0.0938;0.521;0.464;78.563;118067
pop_govno;Kendrick Lamar;YAH.;68;22uyC54d6XAPRTlc6IchaP;0.689;0.694;1;-7.913;1;0.185;0.613;0;0.222;0.621;70.041;160293
pop_govno;Kendrick Lamar;ELEMENT.;75;6rZssCJPEdQnyeEdNLKsr8;0.73;0.686;4;-4.713;0;0.491;0.219;0;0.211;0.479;189.889;208733
pop_govno;Kendrick Lamar;FEEL.;67;7Lb4aeK6E6QjNBIxxHQGek;0.733;0.785;0;-8.368;1;0.351;0.146;0;0.134;0.496;109.932;214827
pop_govno;Kendrick Lamar;LOYALTY. FEAT. RIHANNA.;79;7zjRBaNkVjk1vZ8JqxQIXO;0.681;0.523;9;-8.963;0;0.0542;0.021;0;0.178;0.44;110.812;227360
pop_govno;Kendrick Lamar;PRIDE.;69;5AL46kwqlBX7qWP3qUppJe;0.667;0.533;4;-7.005;0;0.0562;0.0817;8.03e-06;0.152;0.394;138.865;275253
pop_govno;Kendrick Lamar;HUMBLE.;88;7ujx3NYtwO2LkmKGz59mXp;0.906;0.625;1;-6.779;0;0.0903;0.000243;3.23e-05;0.0975;0.438;150.018;177000
pop_govno;Kendrick Lamar;LUST.;68;5BniTxgyzl4kPkXdiAAiEV;0.696;0.552;3;-9.371;0;0.511;0.199;0;0.111;0.615;94.126;307880
pop_govno;Kendrick Lamar;LOVE. FEAT. ZACARI.;77;5WkPWduQVV8fh7pppm1fqg;0.801;0.58;10;-7.311;1;0.1;0.289;0;0.153;0.779;126.062;213400
pop_govno;Kendrick Lamar;XXX. FEAT. U2.;69;73HCBO1XCKxNMTZLTFgs8A;0.573;0.627;8;-7.02;1;0.431;0.147;1.67e-06;0.111;0.288;170.1;254200
pop_govno;Kendrick Lamar;FEAR.;66;3SP0MlWYfu7xt1ZfMqBxh9;0.586;0.474;10;-7.063;0;0.274;0.616;1.04e-05;0.613;0.454;149.967;460573
pop_govno;Kendrick Lamar;GOD.;66;7ILDKRd8vc3qB749vDvuJd;0.707;0.553;0;-5.935;1;0.0827;0.0375;0;0.274;0.236;132.961;248827
pop_govno;Kendrick Lamar;DUCKWORTH.;66;0CA3A2LhGO9cdx6z5EETy2;0.549;0.736;1;-6.883;1;0.681;0.0457;0;0.267;0.63;177.021;248613
pop_govno;Ed Sheeran;Eraser;77;7oolFzHipTMg2nL7shhdz2;0.64;0.812;8;-5.647;0;0.0834;0.086;0;0.0509;0.914;86.013;227427
pop_govno;Ed Sheeran;Castle on the Hill;84;6PCUP3dWmTjcTtXY02oFdT;0.461;0.834;2;-4.868;1;0.0989;0.0232;1.14e-05;0.14;0.471;135.007;261154
pop_govno;Ed Sheeran;Dive;84;51ChrwmUPDJvedPQnIU8Ls;0.761;0.386;4;-6.158;1;0.0399;0.355;0;0.0953;0.526;134.943;238440
pop_govno;Ed Sheeran;Shape of You;93;7qiZfU4dY1lWllzX7mPBI3;0.825;0.652;1;-3.183;0;0.0802;0.581;0;0.0931;0.931;95.977;233713
pop_govno;Ed Sheeran;Perfect;97;0tgVpDi06FyKpA1z0VMD4v;0.599;0.448;8;-6.312;1;0.0232;0.163;0;0.106;0.168;95.05;263400
pop_govno;Ed Sheeran;Galway Girl;89;0afhq8XCExXpqazXczTSve;0.624;0.876;9;-3.374;1;0.1;0.0735;0;0.327;0.781;99.943;170827
pop_govno;Ed Sheeran;Happier;86;2RttW7RAu5nOAfq6YFvApB;0.522;0.385;0;-7.355;1;0.0288;0.536;0;0.135;0.236;89.792;207520
pop_govno;Ed Sheeran;New Man;79;5HDPtsnyb3maFmPL8LLUTG;0.78;0.745;7;-3.97;1;0.145;0.0559;0;0.0595;0.862;94.026;189280
pop_govno;Ed Sheeran;Hearts Don't Break Around Here;78;2dfHh7ECGxfNqZTQno09Vk;0.604;0.366;7;-7.881;1;0.0267;0.719;0;0.162;0.181;105.177;248413
pop_govno;Ed Sheeran;What Do I Know?;82;2pJZ1v8HezrAoZ0Fhzby92;0.838;0.492;1;-5.69;0;0.038;0.251;0;0.262;0.895;115.092;237333
pop_govno;Ed Sheeran;How Would You Feel (Paean);79;6PJ8FF6UR8FZXfEvpHkIVN;0.617;0.439;9;-5.63;1;0.0269;0.424;0;0.127;0.242;139.979;280533
pop_govno;Ed Sheeran;Supermarket Flowers;82;4VuS959DSpr82t3qBqCrWG;0.589;0.242;6;-10.517;1;0.0442;0.914;0;0.0887;0.257;89.749;221107
pop_govno;Ed Sheeran;Barcelona;79;3Lfiu5sZ4M4B6JaKMBc0FU;0.747;0.76;1;-4.294;1;0.187;0.448;0;0.153;0.682;99.975;191147
pop_govno;Ed Sheeran;Bibia Be Ye Ye;77;6SznMYPQJHzr3IwsAHLId2;0.738;0.677;7;-5.121;1;0.0824;0.52;0;0.133;0.882;127.067;176747
pop_govno;Ed Sheeran;Nancy Mulligan;78;35QZaWQRkmnAVqBF1TLCxQ;0.68;0.852;7;-4.35;1;0.0349;0.117;0;0.0866;0.858;101.993;179787
pop_govno;Ed Sheeran;Save Myself;78;6TIU9Ehmi6dMzZK73Ym4yj;0.552;0.29;10;-5.617;1;0.0448;0.85;0;0.227;0.481;78.842;247107
pop_govno;Ed Sheeran;One;72;5TvFfDlVoUWZvfqrhTJzD7;0.464;0.321;2;-11.12;1;0.0418;0.877;0;0.0789;0.307;93.528;252760
pop_govno;Ed Sheeran;I'm A Mess;75;0xCA70t1ZA4fa9UOE0lIJm;0.697;0.377;3;-7.755;1;0.0397;0.556;0;0.0999;0.374;138.754;244573
pop_govno;Ed Sheeran;Sing;75;6K8qKeWo5MsFED7wCR6Kop;0.818;0.67;8;-4.451;0;0.0472;0.304;1.22e-06;0.0601;0.939;119.988;235382
pop_govno;Ed Sheeran;Don't;78;1huvTbEYtgltjQRXzrNKGi;0.806;0.608;1;-7.008;1;0.0659;0.0113;0;0.635;0.859;95.049;219840
pop_govno;Ed Sheeran;Nina;66;3GKSfF6c3Rv3a1knSjxnXa;0.791;0.669;6;-7.189;0;0.146;0.175;0;0.33;0.807;92.013;225533
pop_govno;Ed Sheeran;Photograph;86;1HNkqx9Ahdgi1Ixy2xkKkL;0.614;0.379;4;-10.48;1;0.0476;0.607;0.000464;0.0986;0.198;107.989;258987
pop_govno;Ed Sheeran;Bloodstream;73;5v4sZRuvWDcisoOk1PFv6T;0.66;0.316;3;-11.567;0;0.0364;0.529;0.000294;0.104;0.551;91.207;300253
pop_govno;Ed Sheeran;Tenerife Sea;77;1HbcclMpw0q2WDWpdGCKdS;0.53;0.346;8;-10.497;1;0.0376;0.697;1.07e-05;0.105;0.362;121.876;241347
pop_govno;Ed Sheeran;Runaway;67;2VmA7bm5ECiYZfw7x4Nzku;0.767;0.449;8;-7.158;0;0.0364;0.024;0.000299;0.151;0.915;95.03;205133
pop_govno;Ed Sheeran;The Man;64;1gHF0I223J5pv06SuBcmkz;0.759;0.725;11;-7.006;0;0.158;0.576;0;0.0771;0.62;87.467;250427
pop_govno;Ed Sheeran;Thinking Out Loud;86;34gCuhDGsG4bRPIf9bb02f;0.781;0.445;2;-6.061;1;0.0295;0.474;0;0.184;0.584;78.998;281560
pop_govno;Ed Sheeran;Afire Love;69;12B0Twa9kRz45Xw2PgXHJm;0.552;0.637;5;-6.568;1;0.0445;0.464;1.63e-05;0.136;0.333;97.97;314280
pop_govno;Ed Sheeran;Take It Back;69;2dmOWlEHrP266Qgz6wnUrd;0.754;0.613;5;-6.342;1;0.229;0.318;0;0.335;0.902;113.196;208400
pop_govno;Ed Sheeran;Shirtsleeves;64;7awwmuGslmuyhnlpFipDqk;0.752;0.76;2;-5.34;1;0.0341;0.319;0;0.335;0.746;107.034;190227
pop_govno;Ed Sheeran;Even My Dad Does Sometimes;65;0N5zjRnf8AreOm95iSBXF4;0.58;0.318;2;-8.926;1;0.0279;0.756;0.000171;0.117;0.305;129.757;228533
pop_govno;Ed Sheeran;I See Fire;33;5pY3ovFxbvAg7reGZjJQSp;0.641;0.176;6;-11.692;1;0.0349;0.638;5.14e-06;0.252;0.307;76.031;299147
pop_govno;DJ Khaled;(Intro) I'm so Grateful;49;2uzkHOkcNvJPBmijZLA3sy;0.355;0.869;6;-6.459;0;0.702;0.456;0;0.257;0.315;161.985;298653
pop_govno;DJ Khaled;Shining;69;3OoZagIW3YK8vjt0ws6NOI;0.773;0.81;2;-5.171;0;0.116;0.0479;4.45e-06;0.271;0.547;112.002;283253
pop_govno;DJ Khaled;Wild Thoughts;92;1OAh8uOEOvTDqkKFsKksCi;0.671;0.672;0;-3.094;0;0.0688;0.0329;0;0.118;0.636;97.98;204173
pop_govno;DJ Khaled;I'm the One;89;3DXncPQOG4VBw3QHh3S817;0.609;0.668;7;-4.284;1;0.0367;0.0552;0;0.167;0.8;80.924;288600
pop_govno;DJ Khaled;On Everything;60;5n2nd6UMABqqeUCyCf4Nbb;0.542;0.755;1;-3.68;1;0.0614;0.0232;0;0.225;0.265;168.22;233293
pop_govno;DJ Khaled;It's Secured;54;0FBWSrWmslTXl0bQq7IOgh;0.511;0.852;5;-2.886;0;0.301;0.0397;0;0.665;0.593;162.038;219093
pop_govno;Betty Wright;Interlude (Hallelujah);46;5rflEM4gwPgGe2SB7l1iQg;0.552;0.356;9;-5.512;1;0.301;0.769;0;0.263;0.67;86.764;52000
pop_govno;DJ Khaled;Nobody;54;3lUAtkEMTRbWb8oK0T3gC3;0.507;0.893;2;-3.611;0;0.3;0.371;0;0.914;0.564;89.392;271227
pop_govno;DJ Khaled;I Love You so Much;52;2WBAkzrA9JcGjVlkd8TkBc;0.381;0.894;0;-4.192;0;0.331;0.0209;0;0.214;0.494;103.016;290413
pop_govno;DJ Khaled;Don't Quit;66;4vv1KjUzPwrtDbozizSfQc;0.652;0.827;7;-3.98;0;0.0445;0.015;0;0.432;0.67;100.011;229147
pop_govno;DJ Khaled;I Can't Even Lie;55;5xQUK12259s4pQi17Fw021;0.671;0.62;2;-6.092;1;0.0536;0.0269;3.21e-06;0.189;0.218;120.079;241613
pop_govno;DJ Khaled;Down for Life;55;1YsFOm6hFKqSLgu9RTpQB8;0.611;0.786;1;-2.417;1;0.272;0.342;0;0.0877;0.668;139.911;300280
pop_govno;DJ Khaled;Major Bag Alert;56;6LECek0tkw95AXDGHM4qXj;0.804;0.667;9;-4.738;1;0.0372;0.0165;0;0.215;0.126;138.015;297467
pop_govno;DJ Khaled;Good Man;50;5xCf9CNP6JiKb9J9oXhPjN;0.479;0.785;0;-7.169;0;0.421;0.0168;0.000165;0.622;0.369;97.883;218720
pop_govno;DJ Khaled;Billy Ocean;47;508iuw5ZuUBc2ExtZ5wwcY;0.684;0.793;7;-5.282;1;0.328;0.0406;0;0.315;0.371;90.996;191373
pop_govno;DJ Khaled;Pull a Caper;51;2OSPtoSxGAsY5ZdVmghdPO;0.615;0.546;1;-6.153;1;0.146;0.25;0;0.0939;0.13;60.082;246520
pop_govno;DJ Khaled;That Range Rover Came With Steps;49;6D5eJSpFw4V8Wkgzufn8B7;0.615;0.683;1;-5.328;0;0.279;0.0882;0;0.059;0.26;83.267;256520
pop_govno;DJ Khaled;Iced Out My Arms;57;0Sya8tcvqVXsn1u96NEu2V;0.854;0.609;11;-6.363;1;0.254;0.022;0;0.134;0.316;140.04;275533
pop_govno;DJ Khaled;Whatever;50;6JRydzo0lyZeTanq2wTmqf;0.768;0.7;6;-3.395;0;0.306;0.0281;0;0.442;0.496;130.101;299613
pop_govno;Belly;Interlude;46;7b7FKd5oLmgSqz9IsGwgXI;0.672;0.871;1;-5.116;1;0.312;0.0962;0;0.283;0.352;79.092;138453
pop_govno;Mavado;Unchanging Love;48;2jTjmNTZdJvw0suG2Qu4tI;0.582;0.637;0;-5.004;1;0.0521;0.331;0;0.155;0.356;77.534;207147
pop_govno;Drake;Free Smoke;67;3LBBQH0CWnrG3kSvSmzArK;0.736;0.491;10;-6.892;0;0.439;0.0681;0;0.571;0.203;141.979;218674
pop_govno;Drake;No Long Talk;67;3GIlkmoqNZ3FC406hjYWOj;0.913;0.608;10;-6.839;0;0.234;0.0671;0;0.533;0.562;97.063;149569
pop_govno;Drake;Passionfruit;82;7hDc8b7IXETo14hHIHdnhd;0.809;0.463;11;-11.377;1;0.0396;0.256;0.085;0.109;0.367;111.98;298941
pop_govno;Drake;Jorja Interlude;64;0kzMtLeKUU7tmAUq2xh7WC;0.735;0.373;11;-10.478;1;0.104;0.762;0.00202;0.288;0.215;123.081;107673
pop_govno;Drake;Get It Together;70;5WHVJ7MILL1r5xs8hDfJ4i;0.781;0.721;5;-9.133;0;0.0514;0.0945;0.391;0.104;0.849;123.011;250337
pop_govno;Drake;Madiba Riddim;68;0ZaSipkjXePTkzOQW29rxt;0.839;0.521;7;-10.45;1;0.166;0.245;0.00545;0.607;0.32;105.992;205163
pop_govno;Drake;Blem;72;3NzJnmcgNPGFWJYvO3HneW;0.726;0.535;7;-7.804;0;0.0476;0.0533;1.38e-05;0.0984;0.379;98.067;216558
pop_govno;Drake;4422;66;3oQV2LqDmYJu6zkULJT1uj;0.61;0.229;11;-12.36;0;0.0333;0.558;0.0413;0.113;0.183;111.887;186293
pop_govno;Drake;Gyalchester;73;2ExePm1EBdSJkr4Y4Nc50z;0.877;0.391;1;-8.196;1;0.063;0.0317;0.000502;0.0945;0.123;131.018;189230
pop_govno;Drake;Skepta Interlude;65;61ASZHKdQHSIV4MEt0bRgw;0.745;0.822;7;-6.354;1;0.252;0.0103;4.2e-06;0.155;0.374;86.733;143214
pop_govno;Drake;Portland;77;2jG6ifTWXk0AvonlgcXGgZ;0.925;0.443;1;-8.216;1;0.264;0.0172;0;0.276;0.351;136.078;236615
pop_govno;Drake;Sacrifices;65;0XpEoWpZqlQpGFYZXDU2Hj;0.903;0.439;8;-11.813;1;0.397;0.0407;0;0.138;0.537;139.112;307593
pop_govno;Drake;Nothings Into Somethings;61;1bJlwtRVds707na4C02LAj;0.766;0.234;11;-7.544;0;0.159;0.332;0.00156;0.358;0.241;96.882;153725
pop_govno;Drake;Teenage Fever;71;5ACkknqH2GcrVtmBB7LaRv;0.766;0.283;8;-10.33;0;0.0846;0.111;0.0172;0.115;0.142;97.04;219692
pop_govno;Drake;KMT;71;21kVlWTlFf8dO8N2aTzlof;0.875;0.6;1;-6.818;1;0.0435;0.0189;0.0143;0.132;0.0916;119.987;162638
pop_govno;Drake;Lose You;61;465I5rJp4tgLMSwqkqmZOF;0.526;0.583;4;-9.172;1;0.376;0.699;0;0.372;0.381;89.835;305374
pop_govno;Drake;Can't Have Everything;63;7ol8W3NEydMmc0cEvD96Ts;0.856;0.572;1;-8.429;1;0.373;0.0136;1.55e-06;0.121;0.438;82.445;228438
pop_govno;Drake;Glow;61;1kLsyb2tgz9N5Qkr6QAK3t;0.688;0.384;9;-8.824;0;0.375;0.2;0;0.708;0.426;162.097;206120
pop_govno;Drake;Since Way Back;61;1bVGWGMSNAzc8qhnXzx328;0.468;0.266;0;-11.121;1;0.13;0.348;9.55e-06;0.209;0.216;153.292;368036
pop_govno;Drake;Fake Love;78;5o2r7507gCOYdRMeR3noqZ;0.928;0.481;9;-9.35;0;0.287;0.105;0;0.176;0.606;134.007;210937
pop_govno;Drake;Ice Melts;64;7IVQ3HgoP3SRoJqxym4nBD;0.813;0.551;6;-7.605;0;0.353;0.08;0;0.386;0.607;124.957;250770
pop_govno;Drake;Do Not Disturb;72;1JxV2A7IFlmosxlCckJ8Yc;0.618;0.693;7;-5.943;0;0.45;0.246;0;0.112;0.439;170.982;283551
pop_govno;Drake;Keep The Family Close;57;4oew1mJmqFITgwGG7QZl37;0.373;0.56;9;-7.615;0;0.0448;0.132;0;0.381;0.192;98.858;328907
pop_govno;Drake;9;59;28XwBLUtFxOGoWzovwsdyJ;0.703;0.699;2;-7.322;1;0.044;0.00113;0.000779;0.246;0.0396;99.991;255787
pop_govno;Drake;U With Me?;59;1my81o4N4vaHpcMlA3Gj4y;0.442;0.421;2;-11.455;1;0.137;0.376;7.23e-06;0.139;0.122;87.694;297373
pop_govno;Drake;Feel No Ways;63;6H7b2XG2xcpctrl602BwGl;0.581;0.673;7;-7.111;1;0.162;0.032;6.38e-06;0.116;0.202;193.668;240653
pop_govno;Drake;Hype;60;7JnEdTyLhvRAZUg8z53Gx3;0.785;0.633;7;-8.223;1;0.169;0.0259;0;0.368;0.247;129.97;209413
pop_govno;Drake;Weston Road Flows;57;5rn98Px14UpOBtDuhZAAvV;0.62;0.722;1;-7.022;1;0.322;0.0733;0;0.273;0.362;82.918;253533
pop_govno;Drake;Redemption;59;2DTNkIFrsB8nQ5Gt8vJAmZ;0.66;0.311;0;-8.681;1;0.113;0.625;1.29e-06;0.116;0.346;119.237;333947
pop_govno;Drake;With You;62;4p3hA9qjCRix74GyuI3Qm5;0.872;0.407;1;-10.036;1;0.256;0.152;0.000188;0.112;0.805;127.97;195053
pop_govno;Drake;Faithful;57;5csyFWmmFlqKXh3ehjom3H;0.536;0.446;1;-10.489;1;0.162;0.104;1.01e-05;0.323;0.159;99.979;290133
pop_govno;Drake;Still Here;65;7juAP7GZBF0Dtm0qqLSWOJ;0.834;0.438;0;-9.577;1;0.152;0.0212;0;0.649;0.222;133.958;189853
pop_govno;Drake;Controlla;74;6F609ICg9Spjrw1epsAnpa;0.607;0.476;10;-11.076;0;0.249;0.0773;0;0.113;0.339;122.976;245227
pop_govno;Drake;One Dance;83;1xznGGDReH1oQq0xzbwXa3;0.791;0.619;1;-5.886;1;0.0532;0.00784;0.00423;0.351;0.376;103.989;173987
pop_govno;Drake;Grammys;61;5iemvGR1EraL9s3XvohIP3;0.711;0.44;1;-9.509;1;0.471;0.00175;2.73e-06;0.0798;0.124;145.116;220427
pop_govno;Drake;Childs Play;65;2YuurylylBcB0fJ8ho5soN;0.691;0.482;1;-11.14;1;0.231;0.0173;7.1e-06;0.197;0.305;160.027;241400
pop_govno;Drake;Pop Style;62;1WRy5l3TwrwlzNmB5bOeKw;0.724;0.456;7;-10.009;1;0.127;0.215;2.41e-06;0.105;0.0499;133.051;212947
pop_govno;Drake;Too Good;76;11KJSRSgaDxqydKYiD2Jew;0.804;0.648;7;-7.805;1;0.117;0.0573;3.49e-05;0.102;0.385;117.983;263373
pop_govno;Drake;Summers Over Interlude;54;7JANfTi37pZykRjB1JvPTV;0.687;0.267;4;-8.818;0;0.0297;0.372;0.00411;0.0992;0.312;131.962;106333
pop_govno;Drake;Fire & Desire;63;2ZB8Zwf6wd3PUMlSJKR2bG;0.709;0.259;1;-14.341;0;0.0892;0.0803;0;0.0855;0.261;79.839;238120
pop_govno;Drake;Views;56;6Q9FvTex292zY3qUpPTptJ;0.446;0.871;5;-5.837;1;0.367;0.07;0;0.243;0.0755;78.119;311960
pop_govno;Drake;Hotline Bling;75;2FBUoWkIuQXwayw2RNo5l6;0.903;0.62;2;-8.094;1;0.0587;0.00347;0.000119;0.0504;0.55;134.96;267067
pop_govno;Drake;Legend;67;4aIZQ7kJLS1TgFw2pEj0RD;0.712;0.563;1;-7.573;1;0.071;0.0269;0;0.0776;0.306;100.093;241853
pop_govno;Drake;Energy;70;39h7qYbmksGgxQzDH9X7Aq;0.748;0.571;11;-7.916;1;0.478;0.38;0;0.534;0.552;172.105;181933
pop_govno;Drake;10 Bands;64;0Qdbw4psZRGYANJauFqbdt;0.825;0.757;11;-3.687;0;0.384;0.262;1.72e-06;0.0762;0.893;172.938;177733
pop_govno;Drake;Know Yourself;66;2WzpOMkCaakq1T3luPCjLH;0.733;0.412;11;-8.687;0;0.225;0.196;0;0.342;0.182;114.413;275840
pop_govno;Drake;No Tellin';58;2xpoTj7AeSFVuvD0ibD3Pg;0.823;0.467;0;-10.394;0;0.301;0.543;0;0.135;0.607;95.024;310933
pop_govno;Drake;Madonna;54;0kCYaxWtR15Ljm0rvVvPQw;0.905;0.506;2;-8.598;1;0.0588;0.0149;3.56e-05;0.371;0.129;110.017;177840
pop_govno;Drake;6 God;58;0GQKP2WgHvBA8Nzb4xZu36;0.859;0.623;2;-8.596;1;0.106;0.0248;0;0.125;0.48;105.45;180667
pop_govno;Drake;Star67;56;6Zmu6xxHXVYccyNKxHvZCD;0.521;0.392;3;-7.88;1;0.17;0.747;8.81e-06;0.198;0.177;91.938;294973
pop_govno;Drake;Preach;58;7n4Kv0ArEyRh8p4wO5fG78;0.605;0.511;11;-8.094;0;0.475;0.165;8.95e-05;0.104;0.367;65.256;236973
pop_govno;Drake;Wednesday Night Interlude;54;4xsUpuoiYy06Of1LtLcz0G;0.321;0.466;9;-8.163;0;0.0512;0.729;7.63e-06;0.215;0.188;135.089;212280
pop_govno;Drake;Used To;55;31LIXek4OCRgKJn4RWg5Yb;0.926;0.427;10;-7.584;0;0.107;0.0703;0.00033;0.0818;0.313;96.023;268480
pop_govno;Drake;6 Man;55;48S3Pfu533qMMgHXmV1ruh;0.812;0.535;4;-9.306;1;0.449;0.217;0;0.114;0.314;78.974;167653
pop_govno;Drake;Now & Forever;55;3ougl2AEOsSN6AX5MiFOxx;0.555;0.481;10;-7.419;0;0.0322;0.124;0;0.101;0.0952;107.806;281320
pop_govno;Drake;Company;55;4whiojdZ6EVhfky6InPF8r;0.651;0.55;7;-8.216;1;0.0496;0.0403;0;0.165;0.126;107.571;252640
pop_govno;Drake;You & The 6;52;6RrmYcWmDRmlR45kMTIZXg;0.574;0.476;3;-7.444;1;0.282;0.166;0;0.129;0.216;154.531;264907
pop_govno;Drake;Jungle;63;7cTrekacPXjNTQuEJGN4Ee;0.69;0.235;7;-8.651;1;0.0541;0.618;0.000144;0.107;0.386;99.906;320400
pop_govno;Bruno Mars;Young Girls;71;3G5iN5QBqMeXx3uZPy8tgB;0.561;0.749;6;-4.951;0;0.032;0.461;1.82e-06;0.205;0.489;125.986;228720
pop_govno;Bruno Mars;Locked Out Of Heaven;80;3w3y8KPTfNeOKPiqUTakBh;0.726;0.698;5;-4.165;1;0.0431;0.049;0;0.309;0.871;143.994;233478
pop_govno;Bruno Mars;Gorilla;71;2ih2U8ttFzCjnQ5njF3SrR;0.717;0.544;7;-6.598;1;0.0371;0.445;5.16e-06;0.0973;0.648;139.959;244493
pop_govno;Bruno Mars;Treasure;78;55h7vJchibLdUkxdlX3fK7;0.874;0.692;5;-5.28;0;0.0431;0.0412;7.24e-05;0.324;0.93;116.017;178560
pop_govno;Bruno Mars;Moonshine;62;30raivfq7rSt5nKltiHfzG;0.705;0.784;2;-4.351;1;0.0279;0.211;4.3e-06;0.0813;0.41;104.98;228573
pop_govno;Bruno Mars;When I Was Your Man;83;0nJW01T7XtvILxQgC5J7Wh;0.612;0.28;0;-8.648;1;0.0434;0.932;0;0.088;0.4;72.795;213827
pop_govno;Bruno Mars;Natalie;64;0inMKhbKWOTDA9UBUAKoU6;0.76;0.733;7;-6.704;1;0.0504;0.15;0;0.0647;0.623;111.975;225027
pop_govno;Bruno Mars;Show Me;62;2tCPIp83mRXvVTytTAf1W4;0.743;0.706;5;-5.728;1;0.0535;0.0461;0;0.204;0.521;77.989;207560
pop_govno;Bruno Mars;Money Make Her Smile;60;6FPQabaldvKE5cjqRfY9Os;0.754;0.677;0;-6.555;1;0.0709;0.0943;7.39e-05;0.153;0.763;93.022;203973
pop_govno;Bruno Mars;If I Knew;68;7lXOqE38eCr979gp27O5wr;0.522;0.413;3;-5.86;1;0.0316;0.722;0;0.0854;0.483;175.972;132640
pop_govno;Bruno Mars;24K Magic;84;6b8Be6ljOzmkOmFslEb23P;0.818;0.803;1;-4.282;1;0.0797;0.034;0;0.153;0.632;106.97;225983
pop_govno;Bruno Mars;Chunky;77;0mBKv9DkYfQHjdMcw2jdyI;0.571;0.539;5;-4.446;0;0.116;0.0208;0;0.125;0.727;202.103;186973
pop_govno;Bruno Mars;Perm;74;1I6pKIyaBp4OebTGLJpCCC;0.853;0.871;8;-3.715;1;0.0851;0.0145;6.84e-05;0.198;0.863;124.021;210053
pop_govno;Bruno Mars;That's What I Like;89;0KKkJNfGyhkQ5aFogxQAPU;0.853;0.56;1;-4.961;1;0.0406;0.013;0;0.0944;0.86;134.066;206693
pop_govno;Bruno Mars;Versace On The Floor;83;0kN8xEmgMW9mh7UmDYHlJP;0.578;0.574;2;-6.209;1;0.0454;0.196;0;0.083;0.301;174.152;261240
pop_govno;Bruno Mars;Straight Up & Down;72;2mrZYZGmPFV3QOyYPZ1zsn;0.552;0.733;3;-6.898;0;0.0933;0.0209;0;0.0858;0.643;143.56;198187
pop_govno;Bruno Mars;Calling All My Lovelies;71;6ObpR8ek44tvWefQRcSo8K;0.662;0.705;1;-6.56;0;0.0399;0.0392;2.38e-06;0.105;0.865;159.996;250080
pop_govno;Bruno Mars;Finesse;72;5XMkENs3GfeRza8MfVAhjK;0.741;0.798;5;-5.342;0;0.0718;0.00781;0;0.0232;0.939;104.953;191000
pop_govno;Bruno Mars;Too Good To Say Goodbye;72;0B0tYbVp7pDQAqKDhgMeaL;0.587;0.63;2;-6.054;1;0.0311;0.0389;0;0.35;0.433;76.97;281827
pop_govno;Bruno Mars;Grenade;72;4lLtanYk6tkMvooU0tWzG8;0.706;0.558;2;-7.237;0;0.0593;0.146;0;0.118;0.22;110.443;223253
pop_govno;Bruno Mars;Just the Way You Are;76;47Slg6LuqLaX0VodpSCvPt;0.637;0.843;5;-5.413;1;0.0432;0.0151;0;0.0876;0.441;109.012;220733
pop_govno;Bruno Mars;Our First Time;58;4LjkHlY5qDz0hhFJJH5M7a;0.705;0.451;9;-8.221;0;0.0429;0.381;0;0.276;0.866;77.998;243013
pop_govno;Bruno Mars;Runaway Baby;65;7hCNBVRhHzcsRAv0TQnOzq;0.656;0.767;11;-3.038;1;0.0396;0.25;0;0.114;0.873;163.834;147747
pop_govno;Bruno Mars;The Lazy Song;73;386RUes7n1uM1yfzgeUuwp;0.738;0.804;11;-3.851;1;0.0621;0.332;0;0.279;0.941;174.943;190213
pop_govno;Bruno Mars;Marry You;71;6SKwQghsR8AISlxhcwyA9R;0.62;0.832;10;-4.848;1;0.036;0.332;0;0.104;0.474;144.926;230120
pop_govno;Bruno Mars;Talking To The Moon;69;1wVuPmvt6AWvTL5W2GJnzZ;0.523;0.606;1;-4.754;0;0.0301;0.512;0;0.106;0.0687;145.837;217867
pop_govno;Bruno Mars;Liquor Store Blues (feat. Damian Marley) - Feat. Damian Marley;62;1ewMCmw7qCb5a9ttqiyemu;0.691;0.824;1;-3.925;0;0.0731;0.11;0;0.353;0.689;75.516;229373
pop_govno;Bruno Mars;Count On Me - EP Version;68;3B5UbSndRz907IZhhmUfLi;0.577;0.397;0;-5.98;1;0.028;0.84;0;0.0772;0.496;89.044;197373
pop_govno;Bruno Mars;The Other Side - feat. CeeLo Green and B.o.B;57;78Z199FfQHt4VpnJzlYaIe;0.559;0.807;5;-3.887;0;0.0304;0.117;4.46e-06;0.148;0.555;140.081;227760
pop_govno;Bruno Mars;Somewhere In Brooklyn - EP Version;57;3P4v70V3Zt804r2c9dZivK;0.701;0.579;10;-5.673;1;0.0412;0.569;0;0.255;0.358;129.969;181653
pop_govno;Bruno Mars;Talking To The Moon - Acoustic Piano Version;58;6YKT5HoPwjTwhHiCNQsBMK;0.354;0.333;4;-6.423;1;0.0324;0.867;0;0.107;0.203;101.145;217773
